2014-04-05,HARRY'SSPRINGRUNOFF
2014-04-05,JORDAN1KMAND5KM
2014-04-13,COURSESAINT-LAURENT
2014-04-13,IRONMAN70.3PUERTORICO
2014-04-13,SMITHFALLSSPRINGFLINGRUNNINGTHING
2014-04-13,TORONTOYONGESTREET10K
2014-04-20,COURSEPRINTANIEREOKA
2014-04-26,"RUNTOENDMSHALF-MARATHON,5KMAND10KM"
2014-04-27,2014VANCOUVERSUNRUN
2014-04-27,BANQUESCOTIA21KMET5KM
2014-04-27,COURSEDUCEGEPTROIS-RIVIERES
2014-04-27,LIMESTONEHALF-MARATHONAND5KM
2014-04-27,MERCEDES-BENZ10K
2014-05-03,IRONMAN70.3ST.GEORGE
2014-05-03,MISSISSAUGAMARATHONRACES
2014-05-03,WAKEFIELDCOVEREDBRIDGERUN
2014-05-04,BMOVANCOUVERMARATHON
2014-05-04,COUPEDIX30
2014-05-04,COURSESTE-AGATHE
2014-05-04,DEMIMARATHONINTERNATIONALOASISDELEVIS
2014-05-04,DÉFICOURSEETMARCHEDESJARDINSSAINTETHÉRÈSE
2014-05-04,GOODLIFEFITNESSTORONTOMARATHON
2014-05-04,MISSISSAUGAMARATHONRACES
2014-05-10,BONJOURPRINTEMPS
2014-05-10,COURSEDELAFONDATIONHOPITALSAINTJEROME
2014-05-10,LECHALLENGEIRCM-COURIRPOURLAVIE
2014-05-11,AURYTHMEDENOSFOULÉESCHÂTEAUGUAY
2014-05-11,DEFIGERARDCOTEDEST-HYACINTHE
2014-05-11,LACOURSEDEFISANTEDEMORTAGNE
2014-05-11,SPORTINGLIFE10K
2014-05-14,COURSEMECQUEBEC#2
2014-05-15,DÉFISANTÉPLESSISVILLE
2014-05-17,DEFIMEMPHRE
2014-05-17,IRONMANTEXAS
2014-05-17,OTTAWAEARLYBIRDTRIATHLONANDDUATHLON
2014-05-18,COURSESTE-SOPHIE
2014-05-18,DESCHENESTOI
2014-05-18,DUATHLONSOREL-TRACY
2014-05-18,LETOURDELAPOINTE
2014-05-18,SCOTIABANKBLUENOSEMARATHON
2014-05-18,VERTLERAID-LESENTIERURBAIN
2014-05-19,TRAILDUCOUREURDESBOISDEDUCHESNAY
2014-05-24,TAMARACKOTTAWARACEWEEKEND
2014-05-25,COURSEPOURVAINCRELASCLEROSEENPLAQUESMONT-TREMBLANT
2014-05-25,DEFIDESSEMELLESD'ACTONVALE
2014-05-25,SASKATCHEWANMARATHON
2014-05-25,TAMARACKOTTAWARACEWEEKEND
2014-05-25,TORONTOWOMEN'SHALFMARATHON&5K
2014-05-25,TRIATHLONDUATHLOND'OKA
2014-05-31,DEFIPHYSIOEXTRADETERREBONNE
2014-05-31,DEMIMARATHONGENERATIONS
2014-05-31,DÉFITRI-O-LACS
2014-05-31,IRONMAN70.3HAWAII
2014-05-31,MUDHEROOTTAWA
2014-06-01,COURSED'ETEDESILESDEBOUCHERVILLE
2014-06-01,DESCENTEROYALE
2014-06-01,IRONMAN70.3RALEIGH
2014-06-01,NIAGARAFALLSWOMEN'SHALFMARATHON
2014-06-01,SUBARUMILTONTRIATHLON
2014-06-01,TRIATHLONDEJOLIETTE
2014-06-07,BARRHAVENRUNFORROGER'SHOUSE
2014-06-07,TOURDUCAPTOURMENTE
2014-06-07,VERTLERAID-TRAILLACLINIQUEDUCOUREUR
2014-06-08,9THANNUALRUN4PATRICK
2014-06-08,AVOTRERYTHME
2014-06-08,BREADANDHONEYRACES
2014-06-08,COURSEMECQUEBEC#3
2014-06-08,DEMIMARATHONDESPOMPIERSDESHAWINIGAN
2014-06-08,GRANDPRIXCYCLISTEDEGATINEAU
2014-06-08,IRONMAN70.3EAGLEMAN
2014-06-08,LAGRANDEVIREEDESSENTIERSST-BRUNO
2014-06-08,TRIATHLON/DUATHLONMONT-TREMBLANT
2014-06-14,MUDHEROMONTREAL
2014-06-14,OTTAWARIVERTRIATHLON&DUATHLON
2014-06-14,TORONTOPEARSONRUNWAYRUN
2014-06-14,TOURDULACBROME
